species_id,name,description,url
437,bronzong,Some believe that its bell-like cry opens holes to another world. It has been revered as a deity since ancient times.,https://bulbapedia.bulbagarden.net/wiki/Bronzong_(Pok%C3%A9mon)
438,bonsly,"Its tears elicit sympathy from those who see them, but do not be deceived! This expulsion of body water is merely a physiological mechanism for keeping itself in good health.",https://bulbapedia.bulbagarden.net/wiki/Bonsly_(Pok%C3%A9mon)
439,mime-jr,"Known to turn up in bustling marketplaces now and again. It mimics people much as a child would, then watches how they react, eyes sparkling.",https://bulbapedia.bulbagarden.net/wiki/Mime_Jr._(Pok%C3%A9mon)
440,happiny,"In imitation of Chansey, it keeps a round stone tucked into its belly pouch and cherishes it dearly. It gets along well with children and will sometimes play house with them for fun.",https://bulbapedia.bulbagarden.net/wiki/Happiny_(Pok%C3%A9mon)
441,chatot,"A versatile performer skilled in the imitation of human speech. It is said that older, more experienced Chatot can even understand the meaning of the words they mimic.",https://bulbapedia.bulbagarden.net/wiki/Chatot_(Pok%C3%A9mon)
442,spiritomb,It lays curses by thinking wicked thoughts. Writings tell that this Pokémon was born out of the assembly of five score and eight malevolent spirits.,https://bulbapedia.bulbagarden.net/wiki/Spiritomb_(Pok%C3%A9mon)
443,gible,"It nests in caves untouched by sunlight. Its sharp teeth may fall out when worn away or after an impact, but they regrow within a few days.",https://bulbapedia.bulbagarden.net/wiki/Gible_(Pok%C3%A9mon)
444,gabite,"Though Gabite are usually of a violent disposition, when I gave one a glass bead it had been eyeing covetously, it suddenly became quite docile.",https://bulbapedia.bulbagarden.net/wiki/Gabite_(Pok%C3%A9mon)
445,garchomp,Soars across the heavens at blinding speed—a magnificent sight! It has a feral disposition. Utmost caution is required if one meets a Garchomp out in the wilds.,https://bulbapedia.bulbagarden.net/wiki/Garchomp_(Pok%C3%A9mon)
446,munchlax,"Its robust stomach allows it to nonchalantly devour even rotted matter. It pays frequent visits to villages, seeking out food scraps intended for compost.",https://bulbapedia.bulbagarden.net/wiki/Munchlax_(Pok%C3%A9mon)
447,riolu,"Though infantile in appearance, it has the mysterious ability to read the minds of humans. The pure of heart are met with Riolu's approval, while those of ill nature earn only its loathing.",https://bulbapedia.bulbagarden.net/wiki/Riolu_(Pok%C3%A9mon)
448,lucario,"A most gallant-looking creature. It emits energy waves and controls them with precision, using them to sense even faraway beings. I have given the name ”aura” to this power.",https://bulbapedia.bulbagarden.net/wiki/Lucario_(Pok%C3%A9mon)
449,hippopotas,"Though large and languid, Hippopotas is difficult to detect due to its tendency to burrow into and lurk beneath the soil. When agitated or excited, it expels sand from its nostrils.",https://bulbapedia.bulbagarden.net/wiki/Hippopotas_(Pok%C3%A9mon)
450,hippowdon,"Short-tempered and easily moved to violence. It whips up whirlwinds of sand to crush its foes' spirits, then goes in for the attack.",https://bulbapedia.bulbagarden.net/wiki/Hippowdon_(Pok%C3%A9mon)
451,skorupi,"Its claws are not only razor-sharp but poisonous, making Skorupi a highly dangerous Pokémon. It seems to be weakened by cold temperatures, however.",https://bulbapedia.bulbagarden.net/wiki/Skorupi_(Pok%C3%A9mon)
452,drapion,"Has a brutish, ferocious temperament. With immense strength and a sturdy shell off which swords will bounce, it rampages about and wreaks havoc.",https://bulbapedia.bulbagarden.net/wiki/Drapion_(Pok%C3%A9mon)
453,croagunk,"A poison wielder with a dastardly personality. Despite such qualities, this species is afforded a measure of popularity due to its peculiar cry and comical features.",https://bulbapedia.bulbagarden.net/wiki/Croagunk_(Pok%C3%A9mon)
454,toxicroak,"Its crimson claws contain a virulent toxin. This toxin can be made into a tonic by diluting it, mixing it with several types of wild grass, and boiling it down over two days.",https://bulbapedia.bulbagarden.net/wiki/Toxicroak_(Pok%C3%A9mon)
455,carnivine,"Though this is a plant Pokémon, it has a gluttonous and unruly temperament. Carnivine attacks its prey with its cavernous maw wide open.",https://bulbapedia.bulbagarden.net/wiki/Carnivine_(Pok%C3%A9mon)
456,finneon,"What a gorgeous sight this Pokémon is as it swims with its long, pink-painted caudal fins fluttering behind it. Finneon's beautiful appearance has led to its nickname: ”finery fish.”",https://bulbapedia.bulbagarden.net/wiki/Finneon_(Pok%C3%A9mon)
457,lumineon,Uses its gleaming fins to hunt its prey. The view of Lumineon schooling near the surface of the sea at night is breathtaking— it's as though there were shining stars right there.,https://bulbapedia.bulbagarden.net/wiki/Lumineon_(Pok%C3%A9mon)
458,mantyke,"Though ball-like in shape, this Pokémon is a proficient swimmer. I have discovered that if a Mantyke spends much time with schools of Remoraid, it will eventually achieve evolution.",https://bulbapedia.bulbagarden.net/wiki/Mantyke_(Pok%C3%A9mon)
459,snover,"One is likely to encounter this Pokémon while out in the snow. There are stories of Snover appearing in human settlements but doing no harm—rather, they bond with the children.",https://bulbapedia.bulbagarden.net/wiki/Snover_(Pok%C3%A9mon)
460,abomasnow,"A powerful Pokémon that can split huge boulders with ease. Dislikes associating with others and chooses to live quietly deep within the mountains, playing with the snow.",https://bulbapedia.bulbagarden.net/wiki/Abomasnow_(Pok%C3%A9mon)
461,weavile,"This species corners prey as a pack, under the guidance of a leader. Weavile displays increased cunning, leading me to speculate that its evolution caused further brain development.",https://bulbapedia.bulbagarden.net/wiki/Weavile_(Pok%C3%A9mon)
462,magnezone,"I theorize that a special magnetic field influenced this Pokémon, changing its molecular structure and causing it to evolve. It emits strange radio waves toward space from its antenna.",https://bulbapedia.bulbagarden.net/wiki/Magnezone_(Pok%C3%A9mon)
463,lickilicky,"Its tongue can extend and contract freely, and it is capable of reaching lengths over 10 times Lickilicky's height. Beware of the saliva, as it contains corrosive elements.",https://bulbapedia.bulbagarden.net/wiki/Lickilicky_(Pok%C3%A9mon)
464,rhyperior,This Pokémon evolved through use of a curious item. Its rocklike hide is composed of a mysterious substance and can withstand a blow from a masterwork sword with nary a scratch.,https://bulbapedia.bulbagarden.net/wiki/Rhyperior_(Pok%C3%A9mon)
465,tangrowth,"Draped with long vines, it resembles a shrub in appearance. It swings bundles of vines as though they were arms, wrapping them around prey to ensnare them.",https://bulbapedia.bulbagarden.net/wiki/Tangrowth_(Pok%C3%A9mon)
466,electivire,"Its evolution was induced by an unusual item, and its electrical output rises along with its heart rate. From its tails, it can unleash an electric current measuring 20,000 volts.",https://bulbapedia.bulbagarden.net/wiki/Electivire_(Pok%C3%A9mon)
467,magmortar,Use of a strange item caused this Pokémon to evolve. Fireballs launched from the ends of its tubelike arms are hot enough to melt an iron pot in an instant.,https://bulbapedia.bulbagarden.net/wiki/Magmortar_(Pok%C3%A9mon)
468,togekiss,"Scant few have ever sighted this Pokémon. After studying what literature remains, I am certain Togekiss will reveal itself when peace reigns in the land.",https://bulbapedia.bulbagarden.net/wiki/Togekiss_(Pok%C3%A9mon)
469,yanmega,"Extremely violent. When hunting, it wastes none of its energy, aiming only for prey's most vulnerable spots. Any who manage to tame this Pokémon must be of incredible bravery.",https://bulbapedia.bulbagarden.net/wiki/Yanmega_(Pok%C3%A9mon)
470,leafeon,"Cells similar to those of plants have been found in its fur. Its hard tail can fell a large tree with one stroke, and the tail's sharpness exceeds even that of a sword crafted by a master.",https://bulbapedia.bulbagarden.net/wiki/Leafeon_(Pok%C3%A9mon)
471,glaceon,"Glaceon is able to lower its body temperature very quickly. It freezes the atmosphere, creating diamond dust that glitters like gems while it flutters and dances around.",https://bulbapedia.bulbagarden.net/wiki/Glaceon_(Pok%C3%A9mon)
472,gliscor,It glides soundlessly on pitch-black wings and sinks sharp fangs into the throat of its prey. It takes on a look of satisfaction once it has entirely drained its prey of blood.,https://bulbapedia.bulbagarden.net/wiki/Gliscor_(Pok%C3%A9mon)
473,mamoswine,"This species reached its zenith during the period known as the ice age. I suspect that Hisui's frigid climate is in harmony with Mamoswine's constitution, thus awakening hidden potential.",https://bulbapedia.bulbagarden.net/wiki/Mamoswine_(Pok%C3%A9mon)
474,porygon-z,"A curious item induced this evolution. The Pokémon's offensive capabilities have greatly increased, but the strangeness of its behavior has magnified in equal measure. This worries me.",https://bulbapedia.bulbagarden.net/wiki/Porygon-Z_(Pok%C3%A9mon)
475,gallade,"The blades extending from its elbows are sharper than the finest swords. Its swordsmanship, albeit self-taught, is astonishingly impressive.",https://bulbapedia.bulbagarden.net/wiki/Gallade_(Pok%C3%A9mon)
476,probopass,"It is able to emit powerful magnetism, allowing it control over the iron sand that forms its luscious mustache. Using this iron sand, Probopass forms hard stones with which it smites its prey.",https://bulbapedia.bulbagarden.net/wiki/Probopass_(Pok%C3%A9mon)
477,dusknoir,"Comes to those whose lives have come to an end and escorts their souls to the afterlife. Known to mistakenly take the souls of those who yet have life left in them, albeit rarely.",https://bulbapedia.bulbagarden.net/wiki/Dusknoir_(Pok%C3%A9mon)
478,froslass,A Pokémon inhabited by the soul of a woman who died bearing a grudge in the snowy mountains. Legends of Froslass placing deathly curses on misbehaving men send shivers down my spine.,https://bulbapedia.bulbagarden.net/wiki/Froslass_(Pok%C3%A9mon)
479,rotom,"This bizarre Pokémon appears to be a will-o'-the-wisp powered by electricity. Be wary, as Rotom is both smart and mischievous.",https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon)
480,uxie,A Pokémon feared but also respected for stealing away the memories of evildoers. I have found records that suggest Uxie holds dominion over knowledge.,https://bulbapedia.bulbagarden.net/wiki/Uxie_(Pok%C3%A9mon)
481,mesprit,"Known as the Being of Emotion. In legend, this Pokémon was feared, as any who showed disrespect would have their emotions thrown into disarray.",https://bulbapedia.bulbagarden.net/wiki/Mesprit_(Pok%C3%A9mon)
482,azelf,The dreaded Being of Willpower. Legends tell of this Pokémon manipulating the will of its adversaries and turning them into puppets of its own.,https://bulbapedia.bulbagarden.net/wiki/Azelf_(Pok%C3%A9mon)
483,dialga,This Pokémon is revered as a deity in Hisuian legend. The birth of Dialga was what caused the vast river of time to begin flowing in our world.,https://bulbapedia.bulbagarden.net/wiki/Dialga_(Pok%C3%A9mon)
484,palkia,"This Pokémon is feared as a deity in Hisuian legend. The birth of Palkia was what caused the walls of our world to disappear, creating a sky that spans for infinity.",https://bulbapedia.bulbagarden.net/wiki/Palkia_(Pok%C3%A9mon)
485,heatran,Stories tell of this Pokémon being birthed from the boiling magma within Mount Coronet. Its molten-steel body holds many mysteries.,https://bulbapedia.bulbagarden.net/wiki/Heatran_(Pok%C3%A9mon)
486,regigigas,"According to legend, Regigigas pulled landmasses together and bound them with rope to create the continent of Hisui. Though I have my doubts, the story could well contain a shred of truth.",https://bulbapedia.bulbagarden.net/wiki/Regigigas_(Pok%C3%A9mon)
487,giratina,There is one Hisuian verse that tells of a powerful light creating a deep shadow. I imagine that this deep shadow is Giratina.,https://bulbapedia.bulbagarden.net/wiki/Giratina_(Pok%C3%A9mon)
488,cresselia,Cresselia is reminiscent of the crescent moon. It leaves a brilliant line of light in its wake as it flies across the night sky. I daresay it resembles the heavenly maiden who created the Milky Way.,https://bulbapedia.bulbagarden.net/wiki/Cresselia_(Pok%C3%A9mon)
489,phione,Can be seen floating offshore during seasons when the seas are warm. Its azure body blends in with the ocean waters—logic suggests this is a defense mechanism against natural predators.,https://bulbapedia.bulbagarden.net/wiki/Phione_(Pok%C3%A9mon)
490,manaphy,"Rumored to migrate across the oceans and visit Hisui's coastal waters only rarely. Although Manaphy resembles Phione, it is also quite different. The relation between the two is unclear.",https://bulbapedia.bulbagarden.net/wiki/Manaphy_(Pok%C3%A9mon)
491,darkrai,"On a moonless night, a strange incident occurred in which every one of a village's inhabitants suffered nightmares. The villagers attested that Darkrai appeared before them in these nightmares.",https://bulbapedia.bulbagarden.net/wiki/Darkrai_(Pok%C3%A9mon)
492,shaymin,"When the turning of seasons brings the cruel winter to its end and the joyous people give thanks to the heavens, Shaymin appears and covers the withered land with flowers.",https://bulbapedia.bulbagarden.net/wiki/Shaymin_(Pok%C3%A9mon)
493,arceus,It is the heavenly fount from which pours the light that shines across Hisui. Its luminance guides and protects all Pokémon. Hisuian mythology states that Arceus is the creator of all things.,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon)
494,victini,"When it shares the infinite energy it creates, that being’s entire body will be overflowing with power.",https://bulbapedia.bulbagarden.net/wiki/Victini_(Pok%C3%A9mon)
495,snivy,"They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.",https://bulbapedia.bulbagarden.net/wiki/Snivy_(Pok%C3%A9mon)
496,servine,"When it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean.",https://bulbapedia.bulbagarden.net/wiki/Servine_(Pok%C3%A9mon)
497,serperior,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.,https://bulbapedia.bulbagarden.net/wiki/Serperior_(Pok%C3%A9mon)
498,tepig,"It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp.",https://bulbapedia.bulbagarden.net/wiki/Tepig_(Pok%C3%A9mon)
499,pignite,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.",https://bulbapedia.bulbagarden.net/wiki/Pignite_(Pok%C3%A9mon)
500,emboar,It has mastered fast and powerful fighting moves. It grows a beard of fire.,https://bulbapedia.bulbagarden.net/wiki/Emboar_(Pok%C3%A9mon)
501,oshawott,"This Pokémon from the Unova region uses the shell on its belly as a weapon to cut down its foes. Thus, I've conferred upon this shell the name ”scalchop”.",https://bulbapedia.bulbagarden.net/wiki/Oshawott_(Pok%C3%A9mon)
502,dewott,"Its exquisite double-scalchop technique is likely the result of daily training, and it can send even masters of the blade fleeing in defeat.",https://bulbapedia.bulbagarden.net/wiki/Dewott_(Pok%C3%A9mon)
503,samurott,"Hard of heart and deft of blade, this rare form of Samurott is a product of the Pokémon's evolution in the region of Hisui. Its turbulent blows crash into foes like ceaseless pounding waves.",https://bulbapedia.bulbagarden.net/wiki/Samurott_(Pok%C3%A9mon)
504,patrat,"Extremely cautious, one of them will always be on the lookout, but it won’t notice a foe coming from behind.",https://bulbapedia.bulbagarden.net/wiki/Patrat_(Pok%C3%A9mon)
505,watchog,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.",https://bulbapedia.bulbagarden.net/wiki/Watchog_(Pok%C3%A9mon)
506,lillipup,"This Pokémon is far brighter than the average child, and Lillipup won’t forget the love it receives or any abuse it suffers.",https://bulbapedia.bulbagarden.net/wiki/Lillipup_(Pok%C3%A9mon)
507,herdier,The black fur that covers this Pokémon’s body is dense and springy. Even sharp fangs bounce right off.,https://bulbapedia.bulbagarden.net/wiki/Herdier_(Pok%C3%A9mon)
508,stoutland,Stoutland is immensely proud of its impressive moustache. It’s said that moustache length is what determines social standing among this species.,https://bulbapedia.bulbagarden.net/wiki/Stoutland_(Pok%C3%A9mon)
509,purrloin,Opponents that get drawn in by its adorable behavior come away with stinging scratches from its claws and stinging pride from its laughter.,https://bulbapedia.bulbagarden.net/wiki/Purrloin_(Pok%C3%A9mon)
510,liepard,This stealthy Pokémon sneaks up behind prey without making any sound at all. It competes with Thievul for territory.,https://bulbapedia.bulbagarden.net/wiki/Liepard_(Pok%C3%A9mon)
511,pansage,It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.,https://bulbapedia.bulbagarden.net/wiki/Pansage_(Pok%C3%A9mon)
512,simisage,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.",https://bulbapedia.bulbagarden.net/wiki/Simisage_(Pok%C3%A9mon)
513,pansear,This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.,https://bulbapedia.bulbagarden.net/wiki/Pansear_(Pok%C3%A9mon)
514,simisear,"When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets.",https://bulbapedia.bulbagarden.net/wiki/Simisear_(Pok%C3%A9mon)
515,panpour,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,https://bulbapedia.bulbagarden.net/wiki/Panpour_(Pok%C3%A9mon)
516,simipour,"It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail.",https://bulbapedia.bulbagarden.net/wiki/Simipour_(Pok%C3%A9mon)
517,munna,"It eats dreams and releases mist. The mist is pink when it’s eating a good dream, and black when it’s eating a nightmare.",https://bulbapedia.bulbagarden.net/wiki/Munna_(Pok%C3%A9mon)
518,musharna,"It drowses and dreams all the time. It’s best to leave it be if it’s just woken up, as it’s a terrible grump when freshly roused from sleep.",https://bulbapedia.bulbagarden.net/wiki/Musharna_(Pok%C3%A9mon)
519,pidove,"It’s forgetful and not very bright, but many Trainers love it anyway for its friendliness and sincerity.",https://bulbapedia.bulbagarden.net/wiki/Pidove_(Pok%C3%A9mon)
520,tranquill,These bright Pokémon have acute memories. Apparently delivery workers often choose them as their partners.,https://bulbapedia.bulbagarden.net/wiki/Tranquill_(Pok%C3%A9mon)
521,unfezant,This Pokémon is intelligent and intensely proud. People will sit up and take notice if you become the Trainer of one.,https://bulbapedia.bulbagarden.net/wiki/Unfezant_(Pok%C3%A9mon)
522,blitzle,Its mane shines when it discharges electricity. They use the frequency and rhythm of these flashes to communicate.,https://bulbapedia.bulbagarden.net/wiki/Blitzle_(Pok%C3%A9mon)
523,zebstrika,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.",https://bulbapedia.bulbagarden.net/wiki/Zebstrika_(Pok%C3%A9mon)
524,roggenrola,"When it detects a noise, it starts to move. The energy core inside it makes this Pokémon slightly warm to the touch.",https://bulbapedia.bulbagarden.net/wiki/Roggenrola_(Pok%C3%A9mon)
525,boldore,"It relies on sound in order to monitor what’s in its vicinity. When angered, it will attack without ever changing the direction it’s facing.",https://bulbapedia.bulbagarden.net/wiki/Boldore_(Pok%C3%A9mon)
526,gigalith,"Although its energy blasts can blow away a dump truck, they have a limitation— they can only be fired when the sun is out.",https://bulbapedia.bulbagarden.net/wiki/Gigalith_(Pok%C3%A9mon)
527,woobat,"It emits ultrasonic waves as it flutters about, searching for its prey—bug Pokémon.",https://bulbapedia.bulbagarden.net/wiki/Woobat_(Pok%C3%A9mon)
528,swoobat,The auspicious shape of this Pokémon’s nose apparently led some regions to consider Swoobat a symbol of good luck.,https://bulbapedia.bulbagarden.net/wiki/Swoobat_(Pok%C3%A9mon)
529,drilbur,"It’s a digger, using its claws to burrow through the ground. It causes damage to vegetable crops, so many farmers have little love for it.",https://bulbapedia.bulbagarden.net/wiki/Drilbur_(Pok%C3%A9mon)
530,excadrill,"Known as the Drill King, this Pokémon can tunnel through the terrain at speeds of over 90 mph.",https://bulbapedia.bulbagarden.net/wiki/Excadrill_(Pok%C3%A9mon)
531,audino,"This Pokémon has a kind heart. By touching with its feelers, Audino can gauge other creatures’ feelings and physical conditions.",https://bulbapedia.bulbagarden.net/wiki/Audino_(Pok%C3%A9mon)
532,timburr,Timburr that have started carrying logs that are about three times their size are nearly ready to evolve.,https://bulbapedia.bulbagarden.net/wiki/Timburr_(Pok%C3%A9mon)
533,gurdurr,"Gurdurr excels at demolition—construction is not its forte. In any case, there’s skill in the way this Pokémon wields its metal beam.",https://bulbapedia.bulbagarden.net/wiki/Gurdurr_(Pok%C3%A9mon)
534,conkeldurr,"When going all out, this Pokémon throws aside its concrete pillars and leaps at opponents to pummel them with its fists.",https://bulbapedia.bulbagarden.net/wiki/Conkeldurr_(Pok%C3%A9mon)
535,tympole,It uses sound waves to communicate with others of its kind. People and other Pokémon species can’t hear its cries of warning.,https://bulbapedia.bulbagarden.net/wiki/Tympole_(Pok%C3%A9mon)
536,palpitoad,"On occasion, their cries are sublimely pleasing to the ear. Palpitoad with larger lumps on their bodies can sing with a wider range of sounds.",https://bulbapedia.bulbagarden.net/wiki/Palpitoad_(Pok%C3%A9mon)
537,seismitoad,"This Pokémon is popular among the elderly, who say the vibrations of its lumps are great for massages.",https://bulbapedia.bulbagarden.net/wiki/Seismitoad_(Pok%C3%A9mon)
538,throh,They train in groups of five. Any member that can’t keep up will discard its belt and leave the group.,https://bulbapedia.bulbagarden.net/wiki/Throh_(Pok%C3%A9mon)
539,sawk,The karate chops of a Sawk that’s trained itself to the limit can cleave the ocean itself.,https://bulbapedia.bulbagarden.net/wiki/Sawk_(Pok%C3%A9mon)
540,sewaddle,"Since this Pokémon makes its own clothes out of leaves, it is a popular mascot for fashion designers.",https://bulbapedia.bulbagarden.net/wiki/Sewaddle_(Pok%C3%A9mon)
541,swadloon,"It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests.",https://bulbapedia.bulbagarden.net/wiki/Swadloon_(Pok%C3%A9mon)
542,leavanny,It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.,https://bulbapedia.bulbagarden.net/wiki/Leavanny_(Pok%C3%A9mon)
543,venipede,"Its fangs are highly venomous. If this Pokémon finds prey it thinks it can eat, it leaps for them without any thought of how things might turn out.",https://bulbapedia.bulbagarden.net/wiki/Venipede_(Pok%C3%A9mon)
544,whirlipede,Whirlipede protects itself with a sturdy shell and poisonous spikes while it stores up the energy it’ll need for evolution.,https://bulbapedia.bulbagarden.net/wiki/Whirlipede_(Pok%C3%A9mon)
545,scolipede,"Scolipede engage in fierce territorial battles with Centiskorch. At the end of one of these battles, the victor makes a meal of the loser.",https://bulbapedia.bulbagarden.net/wiki/Scolipede_(Pok%C3%A9mon)
546,cottonee,Weaving together the cotton of both Cottonee and Eldegoss produces exquisite cloth that’s highly prized by many luxury brands.,https://bulbapedia.bulbagarden.net/wiki/Cottonee_(Pok%C3%A9mon)
547,whimsicott,"As long as this Pokémon bathes in sunlight, its cotton keeps growing. If too much cotton fluff builds up, Whimsicott tears it off and scatters it.",https://bulbapedia.bulbagarden.net/wiki/Whimsicott_(Pok%C3%A9mon)
548,petilil,"The leaves on its head are highly valued for medicinal purposes. Dry the leaves in the sun, boil them, and then drink the bitter decoction for remarkably effective relief from fatigue.",https://bulbapedia.bulbagarden.net/wiki/Petilil_(Pok%C3%A9mon)
549,lilligant,I suspect that its well-developed legs are the result of a life spent on mountains covered in deep snow. The scent it exudes from its flower crown heartens those in proximity.,https://bulbapedia.bulbagarden.net/wiki/Lilligant_(Pok%C3%A9mon)
550,basculin,"Though it differs from other Basculin in several respects, including demeanor—this one is gentle—I have categorized it as a regional form given the vast array of shared qualities.",https://bulbapedia.bulbagarden.net/wiki/Basculin_(Pok%C3%A9mon)
551,sandile,"Sandile is small, but its legs and lower body are powerful. Pushing sand aside as it goes, Sandile moves through the desert as if it’s swimming.",https://bulbapedia.bulbagarden.net/wiki/Sandile_(Pok%C3%A9mon)
552,krokorok,"Although this Pokémon has specialized eyes that allow it to see in the dark, Krokorok won’t move much at night—the desert gets cold after sunset.",https://bulbapedia.bulbagarden.net/wiki/Krokorok_(Pok%C3%A9mon)
553,krookodile,"While terribly aggressive, Krookodile also has the patience to stay hidden under sand for days, lying in wait for prey.",https://bulbapedia.bulbagarden.net/wiki/Krookodile_(Pok%C3%A9mon)
554,darumaka,"This popular symbol of good fortune will never fall over in its sleep, no matter how it’s pushed or pulled.",https://bulbapedia.bulbagarden.net/wiki/Darumaka_(Pok%C3%A9mon)
555,darmanitan,"This Pokémon’s power level rises along with the temperature of its fire, which can reach 2,500 degrees Fahrenheit.",https://bulbapedia.bulbagarden.net/wiki/Darmanitan_(Pok%C3%A9mon)
556,maractus,"Once each year, this Pokémon scatters its seeds. They’re jam-packed with nutrients, making them a precious food source out in the desert.",https://bulbapedia.bulbagarden.net/wiki/Maractus_(Pok%C3%A9mon)
557,dwebble,"It first tries to find a rock to live in, but if there are no suitable rocks to be found, Dwebble may move in to the ports of a Hippowdon.",https://bulbapedia.bulbagarden.net/wiki/Dwebble_(Pok%C3%A9mon)
558,crustle,Its thick claws are its greatest weapons. They’re mighty enough to crack Rhyperior’s carapace.,https://bulbapedia.bulbagarden.net/wiki/Crustle_(Pok%C3%A9mon)
559,scraggy,It protects itself with its durable skin. It’s thought that this Pokémon will evolve once its skin has completely stretched out.,https://bulbapedia.bulbagarden.net/wiki/Scraggy_(Pok%C3%A9mon)
560,scrafty,"While mostly known for having the temperament of an aggressive ruffian, this Pokémon takes very good care of its family, friends, and territory.",https://bulbapedia.bulbagarden.net/wiki/Scrafty_(Pok%C3%A9mon)
561,sigilyph,A discovery was made in the desert where Sigilyph fly. The ruins of what may have been an ancient city were found beneath the sands.,https://bulbapedia.bulbagarden.net/wiki/Sigilyph_(Pok%C3%A9mon)
562,yamask,"The spirit of a person from a bygone age became this Pokémon. It rambles through ruins, searching for someone who knows its face.",https://bulbapedia.bulbagarden.net/wiki/Yamask_(Pok%C3%A9mon)
563,cofagrigus,There are many depictions of Cofagrigus decorating ancient tombs. They’re symbols of the wealth that kings of bygone eras had.,https://bulbapedia.bulbagarden.net/wiki/Cofagrigus_(Pok%C3%A9mon)
564,tirtouga,Tirtouga is considered to be the ancestor of many turtle Pokémon. It was restored to life from a fossil.,https://bulbapedia.bulbagarden.net/wiki/Tirtouga_(Pok%C3%A9mon)
565,carracosta,This Pokémon emerges from the water in search of prey despite the fact that it moves more slowly on land.,https://bulbapedia.bulbagarden.net/wiki/Carracosta_(Pok%C3%A9mon)
566,archen,"Archen is said to be the ancestor of bird Pokémon. It lived in treetops, eating berries and bug Pokémon.",https://bulbapedia.bulbagarden.net/wiki/Archen_(Pok%C3%A9mon)
567,archeops,"Though capable of flight, Archeops was apparently better at hunting on the ground.",https://bulbapedia.bulbagarden.net/wiki/Archeops_(Pok%C3%A9mon)
568,trubbish,This Pokémon was born from a bag stuffed with trash. Galarian Weezing relish the fumes belched by Trubbish.,https://bulbapedia.bulbagarden.net/wiki/Trubbish_(Pok%C3%A9mon)
569,garbodor,The toxic liquid it launches from its right arm is so virulent that it can kill a weakened creature instantly.,https://bulbapedia.bulbagarden.net/wiki/Garbodor_(Pok%C3%A9mon)
570,zorua,"A once-departed soul, returned to life in Hisui. Derives power from resentment, which rises as energy atop its head and takes on the forms of foes. In this way, Zorua vents lingering malice.",https://bulbapedia.bulbagarden.net/wiki/Zorua_(Pok%C3%A9mon)
571,zoroark,"With its disheveled white fur, it looks like an embodiment of death. Heedless of its own safety, Zoroark attacks its nemeses with a bitter energy so intense, it lacerates Zoroark's own body.",https://bulbapedia.bulbagarden.net/wiki/Zoroark_(Pok%C3%A9mon)
572,minccino,"They pet each other with their tails as a form of greeting. Of the two, the one whose tail is fluffier is a bit more boastful.",https://bulbapedia.bulbagarden.net/wiki/Minccino_(Pok%C3%A9mon)
573,cinccino,A special oil that seeps through their fur helps them avoid attacks. The oil fetches a high price at market.,https://bulbapedia.bulbagarden.net/wiki/Cinccino_(Pok%C3%A9mon)
574,gothita,"Even when nobody seems to be around, Gothita can still be heard making a muted cry. Many believe it’s speaking to something only it can see.",https://bulbapedia.bulbagarden.net/wiki/Gothita_(Pok%C3%A9mon)
575,gothorita,"On nights when the stars shine, this Pokémon’s psychic power is at its strongest. It’s unknown just what link Gothorita has to the greater universe.",https://bulbapedia.bulbagarden.net/wiki/Gothorita_(Pok%C3%A9mon)
576,gothitelle,A criminal who was shown his fate by a Gothitelle went missing that same day and was never seen again.,https://bulbapedia.bulbagarden.net/wiki/Gothitelle_(Pok%C3%A9mon)
577,solosis,Many say that the special liquid covering this Pokémon’s body would allow it to survive in the vacuum of space.,https://bulbapedia.bulbagarden.net/wiki/Solosis_(Pok%C3%A9mon)
578,duosion,"Its brain has split into two, and the two halves rarely think alike. Its actions are utterly unpredictable.",https://bulbapedia.bulbagarden.net/wiki/Duosion_(Pok%C3%A9mon)
579,reuniclus,"It’s said that drinking the liquid surrounding Reuniclus grants wisdom. Problem is, the liquid is highly toxic to anything besides Reuniclus itself.",https://bulbapedia.bulbagarden.net/wiki/Reuniclus_(Pok%C3%A9mon)
580,ducklett,"They are better at swimming than flying, and they happily eat their favorite food, peat moss, as they dive underwater.",https://bulbapedia.bulbagarden.net/wiki/Ducklett_(Pok%C3%A9mon)
